Name,Category,Address/Details,City,Rating
Dr Gul-e Ahmar,Urologist,"Doctor 5M7J+HVC, Multan Rd",Burewala,5.0
Dr Khalida Fayyaz Hospital,Urologist,Hospital 5M5C+RM9,Burewala,3.3
Dr Khalid Maqsood,Urologist,"Hospital 5M5C+WH4, City Canal Rd",Burewala,4.3
Dr.Massab Aalam Clinic,Urologist,"Medical clinic 5M5C+XG3, Doby Ghat Rd",Burewala,4.7
Dr Gul-e Ahmar,Urologist,"Doctor 5M7J+HVC, Multan Rd",Burewala,5.0
Dr Imran Dogar Hospital,Urologist,Doctor Nazeer MPA St,Burewala,4.0
Dr Yousif Children Specialist,Pediatrician,"Hospital 5M9M+FC9, Stadium Rd",Burewala,4.5
Dr Khalida Fayyaz Hospital,Pediatrician,Hospital 5M5C+RM9,Burewala,3.3
Dr Khalid Maqsood,Pediatrician,"Hospital 5M5C+WH4, City Canal Rd",Burewala,4.3
Dr Jameel Ahmad,Pediatrician,"Doctor 5M9M+572, Telephone Exchange Rd",Burewala,3.7
Dr Zain Ali Physician & Gastroenterologist,Gastroenterologist,"Gastroenterologist Clinic, Model Town Infront of SOHAIL LAB Stadium Road Specialist",Burewala,4.9
Dr Zafar Iqbal Mirza Hospital,Gastroenterologist,Hospital 58 A Block Roads,Burewala,5.0
Dr Irfan Shabir Goraya | Best Urologist in Burewala,Urologist,Urologist Zeenat Amin Hospital,Burewala,5.0
Dr.Massab Aalam Clinic,Urologist,"Medical clinic 5M5C+XG3, Doby Ghat Rd",Burewala,4.7
Dr Imran Dogar Hospital,Urologist,Doctor Nazeer MPA St,Burewala,4.0
Dr Majid Hospital,Urologist,"Hospital 5M6X+546, Lahore Rd",Burewala,5.0
Dr Noreen Hospital,Urologist,Hospital,Burewala,3.2
Dr Akram Children Hospital,Pediatrician,Medical clinic,Burewala,4.0
Dr Gul-e Ahmar,Pediatrician,"Doctor 5M7J+HVC, Multan Rd",Burewala,5.0
Dr Irfan Shabir Goraya | Best Urologist in Burewala,Urologist,Urologist Zeenat Amin Hospital,Burewala,5.0
Dr Imran Dogar Hospital,Urologist,Doctor Nazeer MPA St,Burewala,4.0
Dr Arshad Shah,Urologist,"Hospital 5M5C+VQF, Ali Road",Burewala,4.5
Dr Gul-e Ahmar,Urologist,"Doctor 5M7J+HVC, Multan Rd",Burewala,5.0
Dr.Massab Aalam Clinic,Urologist,"Medical clinic 5M5C+XG3, Doby Ghat Rd",Burewala,4.7
Dr Arshad Shah,Urologist,"Hospital 5M5C+VQF, Ali Road",Burewala,4.5
Dr Imran Dogar Hospital,Urologist,Doctor Nazeer MPA St,Burewala,4.0
Dr.Noman Sarwar,Urologist,"Doctor 5M6M+5R7, Nazeer MPA St",Burewala,4.64
Dr Akhtar Ali Chadhar,Pulmonologist,Pulmonologist 8QFJ+PV6,Burewala,4.6
Dr Khalid Maqsood,Pulmonologist,"Hospital 5M5C+WH4, City Canal Rd",Burewala,4.3
Dr Akram Children Hospital,Pediatrician,Medical clinic,Burewala,4.0
Dr Majid Hospital,Pediatrician,"Hospital 5M6X+546, Lahore Rd",Burewala,5.0
Dr Zain Ali Physician & Gastroenterologist,Gastroenterologist,"Gastroenterologist Clinic, Model Town Infront of SOHAIL LAB Stadium Road Specialist",Burewala,4.9
Dr Zafar Iqbal Mirza Hospital,Gastroenterologist,Hospital 58 A Block Roads,Burewala,5.0
Dr Irfan Shabir Goraya | Best Urologist in Burewala,Urologist,Urologist Zeenat Amin Hospital,Burewala,5.0
Dr Gul-e Ahmar,Urologist,"Doctor 5M7J+HVC, Multan Rd",Burewala,5.0
Dr Arshad Shah,Urologist,"Hospital 5M5C+VQF, Ali Road",Burewala,4.5
Dr.Massab Aalam Clinic,Urologist,"Medical clinic 5M5C+XG3, Doby Ghat Rd",Burewala,4.7
Dr Gul-e Ahmar,Urologist,"Doctor 5M7J+HVC, Multan Rd",Burewala,5.0
Dr Imran Dogar Hospital,Urologist,Doctor Nazeer MPA St,Burewala,4.0
Dr Irfan Shabir Goraya | Best Urologist in Burewala,Urologist,Urologist Zeenat Amin Hospital,Burewala,5.0
Dr Aslam Orthopedic Hospital,Orthopedic Surgeon,Hospital 5M7Q+97R,Burewala,4.64
Dr Muhammad Hassan,Ophthalmologist,"Ophthalmologist 5M9P+PW9, Unnamed Road",Burewala,5.0
Dr Irfan Shabir Goraya | Best Urologist in Burewala,Urologist,Urologist Zeenat Amin Hospital,Burewala,5.0
Dr Saad Siddique Urologist in Burewala,Urologist,"Urologist Al Ghafoor Hospital, Stadium Rd",Burewala,5.0
Dr Muhammad Hassan,Ophthalmologist,"Ophthalmologist 5M9P+PW9, Unnamed Road",Burewala,5.0
Dr Muhammad Ahmad Wajid (Psychiatrist),Psychiatrist,"Psychiatrist Masoom Shah Chowk, Habib Colony Road near Hajweri milk point Habib, Colony",Burewala,4.64
Dr Maimuna Humayun,Pediatrician,"Child health care centre 5PC4+54F, Nehar Bunglow Road",Burewala,4.8
Dr.Massab Aalam Clinic,Pediatrician,"Medical clinic 5M5C+XG3, Doby Ghat Rd",Burewala,4.7
Dr Amjad Place,Pediatrician,Doctor 5PF4+C9R,Burewala,4.64
Dr Muhammad Ahmad Wajid (Psychiatrist),Psychiatrist,"Psychologist Masoom Shah Chowk, Habib Colony Road near Hajweri milk point Habib, Colony",Burewala,4.64
Dr.Saleem,Psychiatrist,Medical clinic 5MJX+M72,Burewala,4.64
Dr.Massab Aalam Clinic,Psychiatrist,"Medical clinic 5M5C+XG3, Doby Ghat Rd",Burewala,4.7
Dr Imran Dogar Hospital,Psychiatrist,Doctor Nazeer MPA St,Burewala,4.0
Dr Akram Children Hospital,Pediatrician,Medical clinic,Burewala,4.0
Dr.Massab Aalam Clinic,Pediatrician,"Medical clinic 5M5C+XG3, Doby Ghat Rd",Burewala,4.7
Dr Gul-e Ahmar,Pediatrician,"Doctor 5M7J+HVC, Multan Rd",Burewala,5.0
Dr.Atta E Lahi Homeopathic Clinic,Pediatrician,Medical clinic Church St,Burewala,4.6
Dr Imran Dogar Hospital,Pediatrician,Doctor Nazeer MPA St,Burewala,4.0
Dr Maimuna Humayun,Pediatrician,"Child health care centre 5PC4+54F, Nehar Bunglow Road",Burewala,4.8
Dr Akram Children Hospital,Pediatrician,Medical clinic,Burewala,4.0
Dr Yousif Children Specialist,Pediatrician,"Hospital 5M9M+FC9, Stadium Rd",Burewala,4.5
Dr Imran Dogar Hospital,Pediatrician,Doctor Nazeer MPA St,Burewala,4.0
Dr.Massab Aalam Clinic,Pediatrician,"Medical clinic 5M5C+XG3, Doby Ghat Rd",Burewala,4.7
Dr Akram Children Hospital,Pediatrician,Medical clinic,Burewala,4.0
Dr Khalida Fayyaz Hospital,Pediatrician,Hospital 5M5C+RM9,Burewala,3.3
Dr.Massab Aalam Clinic,Pediatrician,"Medical clinic 5M5C+XG3, Doby Ghat Rd",Burewala,4.7
Dr Saima Burewala Hospital,Pediatrician,"Physical therapy clinic 5M6V+259, Lahore Rd",Burewala,4.64
Dr Saima Burewala Hospital,Pediatrician,"Physical therapy clinic 5M6V+259, Lahore Rd",Burewala,4.64
Dr Imran Dogar Hospital,Pediatrician,Hospital Nazeer MPA St,Burewala,4.0
Dr.Massab Aalam Clinic,Pediatrician,"Medical clinic 5M5C+XG3, Doby Ghat Rd",Burewala,4.7
Dr Arshad Shah,Pediatrician,"Hospital 5M5C+VQF, Ali Road",Burewala,4.5
Dr Gul-e Ahmar,Pediatrician,"Doctor 5M7J+HVC, Multan Rd",Burewala,5.0
Dr Aslam Orthopedic Hospital,Orthopedic Surgeon,Hospital 5M7Q+97R,Burewala,4.64
Dr Saima Burewala Hospital,Orthopedic Surgeon,"Physical therapy clinic 5M6V+259, Lahore Rd",Burewala,4.64
Dr Imran Dogar Hospital,Orthopedic Surgeon,Doctor Nazeer MPA St,Burewala,4.0
Dr Majid Hospital,Orthopedic Surgeon,"Hospital 5M6X+546, Lahore Rd",Burewala,5.0
Dr Imran Dogar Hospital,Orthopedic Surgeon,Doctor Nazeer MPA St,Burewala,4.0
Dr Aslam Orthopedic Hospital,Orthopedic Surgeon,Hospital 5M7Q+97R,Burewala,4.64
Dr Yousif Children Specialist,Pediatrician,"Hospital 5M9M+FC9, Stadium Rd",Burewala,4.5
Dr Akram Children Hospital,Pediatrician,Medical Center,Burewala,4.0
Dr Maimuna Humayun,Pediatrician,"Child health care centre 5PC4+54F, Nehar Bunglow Road",Burewala,4.8
Dr Khalida Fayyaz Hospital,Pediatrician,Hospital 5M5C+RM9,Burewala,3.3
Dr Noreen Hospital,Pediatrician,Hospital,Burewala,3.2
Dr Imran Dogar Hospital,Pediatrician,Hospital Nazeer MPA St,Burewala,4.0
Dr Usama Khalid ENT clinic,Pediatrician,Medical clinic Medical market Near DHQ small,Vehari,5.0
Dr Sajid Khan Khichi,Ophthalmologist,"Eye care center 29W6+F42, Gymkhana Road",Vehari,4.7
Dr Sana Ashraf,Gynecologist,"Doctor 12 N CMDC, near Nursing College",Vehari,4.9
Dr Numan Ijaz,Gynecologist,Doctor CMDC Hospital,Vehari,4.9
Dr Usama Khalid ENT clinic,Gynecologist,Medical clinic Medical market Near DHQ small,Vehari,5.0
Dr Abdus Sattar Ent clinic,Gynecologist,"Doctor 29VC+9P3 Shan Chowk, Luddan Rd, near Kamal palace",Vehari,4.8
Dr Abdul Rauf Khalid Clinic,Gynecologist,Medical clinic 29V4+HCP,Vehari,4.7
Dr Usama Khalid ENT clinic,Gynecologist,Medical clinic Medical market Near DHQ small,Vehari,5.0
Dr Usama Khalid ENT clinic,Gynecologist,Medical clinic Medical market Near DHQ small,Vehari,5.0
Dr Abdus Sattar Ent clinic,Gynecologist,"Doctor 29VC+9P3 Shan Chowk, Luddan Rd, near Kamal palace",Vehari,4.8
Dr Abdul Rauf Khalid Clinic,Gynecologist,Medical clinic 29V4+HCP,Vehari,4.7
Dr Sajid Khan Khichi,Ophthalmologist,"Eye care center 29W6+F42, Gymkhana Road",Vehari,4.7
Dr Hafiz Salman Ali Rana,Ophthalmologist,Medical clinic 28QW+87Q SALMAN HOSPITAL,Vehari,5.0
Dr Abdul Rauf Khalid Clinic,Ophthalmologist,Medical clinic 29V4+HCP,Vehari,4.7
Dr Usama Khalid ENT clinic,Ophthalmologist,Medical clinic Medical market Near DHQ small,Vehari,5.0
Dr Abdul Rauf Khalid Clinic,Ophthalmologist,Medical clinic 29V4+HCP,Vehari,4.7
Dr Maryam Nairab,Ophthalmologist,Radiologist Khurshid Medical Complex. 168,Vehari,5.0
Dr Muhammad zeeshan,Ophthalmologist,Medical clinic 29V2+JHM,Vehari,5.0
Dr Usama Khalid ENT clinic,Ophthalmologist,Medical clinic Medical market Near DHQ small,Vehari,5.0
Dr Humayun Clinic,Ophthalmologist,Medical clinic 3 Danewal Rd,Vehari,3.0
Dr Wasim Akhtar Clinic,Ophthalmologist,"Diabetologist 28QX+M76, Imam Bargah Rd",Vehari,5.0
Dr Zain Ul Abidin,Surgeon,"Orthopedic surgeon CMDC Near Nursing College, Sharqi Colony, Colony",Vehari,5.0
Dr Usama Khalid ENT clinic,Surgeon,Medical clinic Medical market Near DHQ small,Vehari,5.0
Dr Sajid Khan Khichi,Ophthalmologist,"Eye care center 29W6+F42, Gymkhana Road",Vehari,4.7
Dr Usama Khalid ENT clinic,Ophthalmologist,Medical clinic Medical market Near DHQ small,Vehari,5.0
Dr Humayun Clinic,Ophthalmologist,Medical clinic 3 Danewal Rd,Vehari,3.0
Dr Sana Ashraf,Gynecologist,"Doctor 12 N CMDC, near Nursing College",Vehari,4.9
Dr Saad Siddique Urologist in Vehari,Urologist,Urologist Mumtaz surgimed hospital,Vehari,5.0
Dr Usama Khalid ENT clinic,Urologist,Medical clinic Medical market Near DHQ small,Vehari,5.0
Dr Humayun Clinic,Urologist,Medical clinic 3 Danewal Rd,Vehari,3.0
Dr Wasim Akhtar Clinic,Urologist,"Diabetologist 28QX+M76, Imam Bargah Rd",Vehari,5.0
Dr Usama Khalid ENT clinic,Urologist,Medical clinic Medical market Near DHQ small,Vehari,5.0
Dr Sajid Khan Khichi,Ophthalmologist,"Eye care center 29W6+F42, Gymkhana Road",Vehari,4.7
Dr Mohsin Raza,Ophthalmologist,"Hospital Q5XQ+QF2, Multan - Vehari Rd",Vehari,4.8
Dr Humayun Clinic,Ophthalmologist,Medical clinic 3 Danewal Rd,Vehari,3.0
Dr Zain Ali Physician & Gastroenterologist,Gastroenterologist,"Gastroenterologist Clinic, Model Town Infront of SOHAIL LAB Stadium Road Specialist",Vehari,4.9
Dr Tariq Mehmood Tahir Clinic,Gastroenterologist,Doctor,Vehari,4.3
Dr Usama Khalid ENT clinic,Gastroenterologist,Medical clinic Medical market Near DHQ small,Vehari,5.0
Dr Usama Khalid ENT clinic,Gastroenterologist,Medical clinic Medical market Near DHQ small,Vehari,5.0
Dr Abdus Sattar Ent clinic,Gastroenterologist,"Doctor 29VC+9P3 Shan Chowk, Luddan Rd, near Kamal palace",Vehari,4.8
Dr Usama Khalid ENT clinic,Gastroenterologist,Medical clinic Medical market Near DHQ small,Vehari,5.0
Dr Abdul Rauf Khalid Clinic,Gastroenterologist,Medical clinic 29V4+HCP,Vehari,4.7
Dr Usama Khalid ENT clinic,Gastroenterologist,Medical clinic Medical market Near DHQ small,Vehari,5.0
Dr Humayun Clinic,Gastroenterologist,Medical clinic 3 Danewal Rd,Vehari,3.0
Dr Zain Ali Physician & Gastroenterologist,Gastroenterologist,"Gastroenterologist Clinic, Model Town Infront of SOHAIL LAB Stadium Road Specialist",Vehari,4.9
Dr Usama Khalid ENT clinic,Gastroenterologist,Medical clinic Medical market Near DHQ small,Vehari,5.0
Dr Humayun Clinic,Gastroenterologist,Medical clinic 3 Danewal Rd,Vehari,3.0
Dr Zain Ul Abidin,Surgeon,"Orthopedic surgeon CMDC Near Nursing College, Sharqi Colony, Colony",Vehari,5.0
Dr Muhammad zeeshan,Surgeon,Medical clinic 29V2+JHM,Vehari,5.0
Dr Saad Siddique Urologist in Vehari,Urologist,Urologist Mumtaz surgimed hospital,Vehari,5.0
Dr Usama Khalid ENT clinic,Urologist,Medical clinic Medical market Near DHQ small,Vehari,5.0
Dr Ghulam Abbas Ch,Urologist,"Medical clinic 244, Street 20, Ludden Road",Vehari,3.7
Dr Sajid Khan Khichi,Ophthalmologist,"Eye care center 29W6+F42, Gymkhana Road",Vehari,4.7
Dr Muhammad Abid Eye Clinic,Ophthalmologist,"Medical clinic 3956+9MM, Model Town, Channu Road",Vehari,5.0
Dr Usama Khalid ENT clinic,Ophthalmologist,Medical clinic Medical market Near DHQ small,Vehari,5.0
Dr Muhammad Hassan,Ophthalmologist,"Ophthalmologist 5M9P+PW9, Unnamed Road",Vehari,5.0
Dr Humayun Clinic,Ophthalmologist,Medical clinic 3 Danewal Rd,Vehari,3.0
Dr Sajid Khan Khichi,Ophthalmologist,"Eye care center 29W6+F42, Gymkhana Road",Vehari,4.7
Dr Usama Khalid ENT clinic,Ophthalmologist,Medical clinic Medical market Near DHQ small,Vehari,5.0
Dr Humayun Clinic,Ophthalmologist,Medical clinic 3 Danewal Rd,Vehari,3.0
"Dr Owais Kareem, MBBS, FCPS, Associate Professor and Head of Psychiatry Department, Nishtar Medical University",Psychiatrist,"Psychiatrist under Rasheedabad flyover, main Khanewal Rd",Vehari,4.9
Dr Muhammad zeeshan,Psychiatrist,Medical clinic 29V2+JHM,Vehari,5.0
Dr Usama Khalid ENT clinic,Psychiatrist,Medical clinic Medical market Near DHQ small,Vehari,5.0
Dr Abdus Sattar Ent clinic,Psychiatrist,"Doctor 29VC+9P3 Shan Chowk, Luddan Rd, near Kamal palace",Vehari,4.8
Dr Humayun Clinic,Psychiatrist,Medical clinic 3 Danewal Rd,Vehari,3.0
Dr Usama Khalid ENT clinic,Psychiatrist,Medical clinic Medical market Near DHQ small,Vehari,5.0
Dr Abdus Sattar Ent clinic,Psychiatrist,"Doctor 29VC+9P3 Shan Chowk, Luddan Rd, near Kamal palace",Vehari,4.8
Dr Humayun Clinic,Psychiatrist,Medical clinic 3 Danewal Rd,Vehari,3.0
Dr Usama Khalid ENT clinic,Psychiatrist,Medical clinic Medical market Near DHQ small,Vehari,5.0
Dr Humayun Clinic,Psychiatrist,Medical clinic 3 Danewal Rd,Vehari,3.0
Dr Usama Khalid ENT clinic,Psychiatrist,Medical clinic Medical market Near DHQ small,Vehari,5.0
Dr Sameer Ahmad / Dr Farah Javaid Physiotherapist,Psychiatrist,"Doctor G, 168 Thana Sadar Rd, near Nursing College",Vehari,5.0
Dr Usama Khalid ENT clinic,Psychiatrist,Medical clinic Medical market Near DHQ small,Vehari,5.0
Dr Sajid Khan Khichi,Ophthalmologist,"Eye care center 29W6+F42, Gymkhana Road",Vehari,4.7
Dr Usama Khalid ENT clinic,Ophthalmologist,Medical clinic Medical market Near DHQ small,Vehari,5.0
Dr Humayun Clinic,Ophthalmologist,Medical clinic 3 Danewal Rd,Vehari,3.0
Dr Humayun Clinic,Ophthalmologist,Medical clinic 3 Danewal Rd,Vehari,3.0
Dr Irshad Ahmad Malik Dermatologist & Aesthetic Physician,Dermatologist,"Skin care clinic Bungalow 6-A, Doctors Colony, Isfandyar Bukhari District DHQ Hospital",Attock,4.9
"Dr Sidra Asif( MBBS,FCPS) Consultant Gynecologist",Gynecologist,"Obstetrician-gynecologist Medicity Clinic, Kamra Rd, near Rescue 1122",Attock,4.3
Dr Muhammad Shoaib attock,Gynecologist,"Hospital Q9P6+644, Dr. Bajwa Street",Attock,4.2
Dr M Yousaf Implant & Dental Clinic,Dental Surgeon,"Dental clinic Attock Medical Center, Kamra Rd",Attock,4.7
Dr Farah Masood Dental Clinic & Implant Center,Dental Surgeon,"Dental clinic Al-Madina Business Centre, Main Kamra Rd",Attock,4.7
"Dr Sidra Asif( MBBS,FCPS) Consultant Gynecologist",Gynecologist,"Obstetrician-gynecologist Medicity Clinic, Kamra Rd, near Rescue 1122",Attock,4.3
Dr Muhammad Shoaib attock,Gynecologist,"Hospital Q9P6+644, Dr. Bajwa Street",Attock,4.2
Dr Saeed Hospital Attock,Gynecologist,"Hospital Main Kamra Rd, near District Headquarter Hospital",Attock,3.8
Dr Mumraiz Khan,Gynecologist,"Doctor Dr Mumraiz Khan, Qayyum Plaza, Pleader Ln",Attock,5.0
Dr.G.A.Khan,Gynecologist,Hospital Mehr Pura East Sheikh St,Attock,4.2
Dr.G.A.Khan,Gynecologist,Hospital Mehr Pura East Sheikh St,Attock,4.2
Dr Muhammad Shoaib attock,Gynecologist,"Hospital Q9P6+644, Dr. Bajwa Street",Attock,4.2
Dr M Yousaf Implant & Dental Clinic,Dental Surgeon,"Dental clinic Attock Medical Center, Kamra Rd",Attock,4.7
Dr Irshad Ahmad Malik Dermatologist & Aesthetic Physician,Dermatologist,"Skin care clinic Bungalow 6-A, Doctors Colony, Isfandyar Bukhari District DHQ Hospital",Attock,4.9
Dr,Dermatologist,Hospital Kamra Rd,Attock,4.0
Dr Muhammad Shoaib attock,Dermatologist,"Hospital Q9P6+644, Dr. Bajwa Street",Attock,4.2
Dr Irshad Ahmad Malik Dermatologist & Aesthetic Physician,Dermatologist,"Skin care clinic Bungalow 6-A, Doctors Colony, Isfandyar Bukhari District DHQ Hospital",Attock,4.9
Dr Aamir Mehmood ENT SPECIALIST,ENT Specialist,"Otolaryngology clinic hospital, Khalid Saeed, Kamra Rd, near 1122 office/ Naseem Mart",Attock,4.5
"Dr Sidra Asif( MBBS,FCPS) Consultant Gynecologist",Gynecologist,"Obstetrician-gynecologist Medicity Clinic, Kamra Rd, near Rescue 1122",Attock,4.3
Dr Saeed Hospital Attock,Gynecologist,"Hospital Main Kamra Rd, near District Headquarter Hospital",Attock,3.8
Dr Irshad Ahmad Malik Dermatologist & Aesthetic Physician,Dermatologist,"Skin care clinic Bungalow 6-A, Doctors Colony, Isfandyar Bukhari District DHQ Hospital",Attock,4.9
"Dr Sidra Asif( MBBS,FCPS) Consultant Gynecologist",Gynecologist,"Obstetrician-gynecologist Medicity Clinic, Kamra Rd, near Rescue 1122",Attock,4.3
Dr Saeed Hospital Attock,Gynecologist,"Hospital Main Kamra Rd, near District Headquarter Hospital",Attock,3.8
Dr Shahnawaz Zafar Classified Medical specialist,Medical Specialist,"Health consultant Q977+2FP Shifa, road",Attock,4.64
Dr Muhammad Shoaib attock,Medical Specialist,"Hospital Q9P6+644, Dr. Bajwa Street",Attock,4.2
Dr Saeed Hospital Attock,Medical Specialist,"Hospital Main Kamra Rd, near District Headquarter Hospital",Attock,3.8
Dr Saeed Hospital Attock,Medical Specialist,"Hospital Main Kamra Rd, near District Headquarter Hospital",Attock,3.8
Dr Muhammad Shoaib attock,Medical Specialist,"Hospital Q9P6+644, Dr. Bajwa Street",Attock,4.2
Dr.G.A.Khan,Medical Specialist,Hospital Mehr Pura East Sheikh St,Attock,4.2
Dr Atta Ullah and Dr Inam Ullah Clinic,Medical Specialist,Hospital Dr. Bajwa Street,Attock,3.9
Dr Muhammad Shoaib attock,Medical Specialist,"Hospital Q9P6+644, Dr. Bajwa Street",Attock,4.2
Dr Sarah Usman (Dental Surgeon & Aesthetic Physician) in Attock,Surgeon,"Dental clinic Mutahir Memorial Hospital, Kamra Rd, near Takbeer, Chowk",Attock,5.0
Dr M Yousaf Implant & Dental Clinic,Dental Surgeon,"Dental clinic Attock Medical Center, Kamra Rd",Attock,4.7
Dr Saeed Hospital Attock,Dental Surgeon,"Hospital Main Kamra Rd, near District Headquarter Hospital",Attock,3.8
"Dr Hina Jabeen ( Dentist , Oral and Maxillofacial Surgeon )",Surgeon,"Oral and maxillofacial surgeon Alam Hospital, Kamra Rd, opp. to peoples colony, near shaira wala chowk",Attock,4.8
Dr Shagufta Sultan Child Specialist Sakina Care Clinic,Pediatrician,Neonatal physician Street 14 Dr. Bajwa Street,Attock,4.3
Dr Saeed Hospital Attock,Pediatrician,"Hospital Main Kamra Rd, near District Headquarter Hospital",Attock,3.8
Dr Nadeem Qureshi Child Specialist,Pediatrician,Doctor Kamra Rd,Attock,3.6
Dr Atta Ullah and Dr Inam Ullah Clinic,Pediatrician,Hospital Dr. Bajwa Street,Attock,3.9
Dr M Yousaf Implant & Dental Clinic,Dental Surgeon,"Dental clinic Attock Medical Center, Kamra Rd",Attock,4.7
Dr.G.A.Khan,Dental Surgeon,Hospital Mehr Pura East Sheikh St,Attock,4.2
"Dr Sidra Asif( MBBS,FCPS) Consultant Gynecologist",Gynecologist,"Obstetrician-gynecologist Medicity Clinic, Kamra Rd, near Rescue 1122",Attock,4.3
Dr Khattak's Ultrasound Clinic,Gynecologist,Health consultant Kamra Road Chowk near Barafkhana,Attock,3.1
Dr Saeed Hospital Attock,Gynecologist,"Hospital Main Kamra Rd, near District Headquarter Hospital",Attock,3.8
Dr Irshad Ahmad Malik Dermatologist & Aesthetic Physician,Dermatologist,"Skin care clinic Bungalow 6-A, Doctors Colony, Isfandyar Bukhari District DHQ Hospital",Attock,4.9
Dr Asma Mujeeb Skin and laser clinic,Dermatologist,"Skin care clinic House no R-42 Shed block, Railway Rd",Attock,5.0
Dr Muhammad Shoaib attock,Dermatologist,"Hospital Q9P6+644, Dr. Bajwa Street",Attock,4.2
Dr Saeed Hospital Attock,Dermatologist,"Hospital Main Kamra Rd, near District Headquarter Hospital",Attock,3.8
Dr.G.A.Khan,Dermatologist,Hospital Mehr Pura East Sheikh St,Attock,4.2
Dr Fawad Clinic,Dermatologist,Doctor Q9C3+RXH,Attock,4.64
Dr Aamir Mehmood ENT SPECIALIST,ENT Specialist,"Otolaryngology clinic hospital, Khalid Saeed, Kamra Rd, near 1122 office/ Naseem Mart",Attock,4.5
Dr Muhammad Shoaib attock,ENT Specialist,"Hospital Q9P6+644, Dr. Bajwa Street",Attock,4.2
Dr Saeed Hospital Attock,ENT Specialist,"Hospital Main Kamra Rd, near District Headquarter Hospital",Attock,3.8
Dr Fawad Clinic,ENT Specialist,Doctor Q9C3+RXH,Attock,4.64
Dr Muhammad Shoaib attock,ENT Specialist,"Hospital Q9P6+644, Dr. Bajwa Street",Attock,4.2
Dr Saeed Hospital Attock,ENT Specialist,"Hospital Main Kamra Rd, near District Headquarter Hospital",Attock,3.8
Dr Fawad Clinic,ENT Specialist,Doctor Q9C3+RXH,Attock,4.64
Dr Atta Ullah and Dr Inam Ullah Clinic,ENT Specialist,Hospital Dr. Bajwa Street,Attock,3.9
Dr Nadeem Qureshi Child Specialist,Pediatrician,Doctor Kamra Rd,Attock,3.6
Dr.G.A.Khan,Pediatrician,Hospital Mehr Pura East Sheikh St,Attock,4.2
Dr Fawad Clinic,Pediatrician,Doctor Q9C3+RXH,Attock,4.64
Dr Saeed Hospital Attock,Pediatrician,"Hospital Main Kamra Rd, near District Headquarter Hospital",Attock,3.8
Dr Muhammad Shoaib attock,Pediatrician,"Hospital Q9P6+644, Dr. Bajwa Street",Attock,4.2
Dr Saeed Hospital Attock,Pediatrician,"Hospital Main Kamra Rd, near District Headquarter Hospital",Attock,3.8
Dr Muhammad Shoaib attock,Pediatrician,"Hospital Q9P6+644, Dr. Bajwa Street",Attock,4.2
