Disease,Category,Symptoms,CommonAgeGroup,Sex,Severity,Specialist
Flu,Common Illnesses,"Sore throat, Cough",Teen,Male,Moderate,General Physician
PCOS,Chronic Disorder,"Hair thinning, Acne, Weight gain, Irregular periods",Child,Male,Severe,Gynecologist
PCOS,Chronic Disorder,"Hair thinning, Weight gain",Child,Any,Severe,Gynecologist
Alzheimer’s,Specialized Chronic Diseases,"Poor judgment, Memory loss",Teen,Female,Mild,Neurologist
Tuberculosis,Rare Diseases,"Weight loss, Cough, Night sweats",Teen,Any,Severe,Infectious Disease Specialist
PCOS,Chronic Disorder,"Acne, Hair thinning, Irregular periods, Weight gain",Teen,Any,Moderate,Gynecologist
Flu,Common Illnesses,"Body aches, Fever, Sore throat",Elderly,Female,Moderate,General Physician
Diabetes,Chronic Illness,"Fatigue, Frequent urination, Increased thirst, Blurred vision",Teen,Any,Severe,Endocrinologist
PCOS,Chronic Disorder,"Weight gain, Irregular periods, Hair thinning, Acne",Child,Any,Moderate,Gynecologist
PCOS,Chronic Disorder,"Acne, Hair thinning, Weight gain, Irregular periods",Teen,Male,Moderate,Gynecologist
Heart Attack,Emergency Care,"Nausea, Sweating, Chest pain, Shortness of breath",Adult,Any,Moderate,Cardiologist
Eczema,Dermatological,"Swelling, Dryness, Itchy skin, Red patches",Teen,Any,Mild,Dermatologist
Heart Attack,Emergency Care,"Nausea, Shortness of breath, Chest pain, Sweating",Child,Female,Moderate,Cardiologist
PCOS,Chronic Disorder,"Hair thinning, Acne, Weight gain",Teen,Female,Severe,Gynecologist
Flu,Common Illnesses,"Body aches, Cough",Child,Any,Moderate,General Physician
PCOS,Chronic Disorder,"Weight gain, Hair thinning",Adult,Female,Moderate,Gynecologist
Stroke,Specialized Chronic Diseases,"Vision problems, Confusion",Elderly,Female,Mild,Neurologist
PCOS,Chronic Disorder,"Acne, Weight gain, Irregular periods",Child,Female,Moderate,Gynecologist
Asthma,Chronic Illness,"Wheezing, Cough, Shortness of breath",Elderly,Female,Severe,Pulmonologist
Asthma,Chronic Illness,"Wheezing, Chest tightness",Teen,Male,Moderate,Pulmonologist
Appendicitis,Surgical Conditions,"Loss of appetite, Nausea, Vomiting",Teen,Female,Moderate,Surgeon
PCOS,Chronic Disorder,"Weight gain, Acne",Elderly,Female,Mild,Gynecologist
Flu,Common Illnesses,"Body aches, Sore throat",Adult,Any,Mild,General Physician
Heart Attack,Emergency Care,"Chest pain, Sweating, Shortness of breath, Nausea",Elderly,Male,Moderate,Cardiologist
Tuberculosis,Rare Diseases,"Cough, Fatigue, Night sweats",Adult,Male,Severe,Infectious Disease Specialist
Eczema,Dermatological,"Itchy skin, Red patches, Dryness",Teen,Female,Mild,Dermatologist
Alzheimer’s,Specialized Chronic Diseases,"Memory loss, Confusion, Mood swings, Poor judgment",Child,Any,Moderate,Neurologist
Asthma,Chronic Illness,"Cough, Chest tightness, Wheezing, Shortness of breath",Elderly,Female,Severe,Pulmonologist
Eczema,Dermatological,"Itchy skin, Red patches, Dryness, Swelling",Adult,Male,Mild,Dermatologist
PCOS,Chronic Disorder,"Hair thinning, Acne, Irregular periods, Weight gain",Teen,Male,Moderate,Gynecologist
Alzheimer’s,Specialized Chronic Diseases,"Confusion, Mood swings",Teen,Male,Mild,Neurologist
Asthma,Chronic Illness,"Cough, Chest tightness, Shortness of breath",Teen,Female,Moderate,Pulmonologist
Asthma,Chronic Illness,"Wheezing, Cough, Shortness of breath",Teen,Male,Moderate,Pulmonologist
Eczema,Dermatological,"Dryness, Red patches, Swelling",Elderly,Male,Moderate,Dermatologist
Heart Attack,Emergency Care,"Sweating, Nausea",Adult,Female,Moderate,Cardiologist
Alzheimer’s,Specialized Chronic Diseases,"Poor judgment, Confusion, Mood swings, Memory loss",Teen,Male,Severe,Neurologist
Heart Attack,Emergency Care,"Chest pain, Nausea, Sweating",Adult,Male,Moderate,Cardiologist
Appendicitis,Surgical Conditions,"Nausea, Abdominal pain",Adult,Any,Moderate,Surgeon
Diabetes,Chronic Illness,"Increased thirst, Fatigue",Elderly,Male,Mild,Endocrinologist
Appendicitis,Surgical Conditions,"Loss of appetite, Abdominal pain",Adult,Female,Mild,Surgeon
Tuberculosis,Rare Diseases,"Night sweats, Fatigue",Child,Any,Severe,Infectious Disease Specialist
Alzheimer’s,Specialized Chronic Diseases,"Poor judgment, Confusion, Mood swings",Child,Male,Severe,Neurologist
Tuberculosis,Rare Diseases,"Night sweats, Fatigue",Elderly,Female,Moderate,Infectious Disease Specialist
Asthma,Chronic Illness,"Shortness of breath, Chest tightness, Cough",Adult,Male,Severe,Pulmonologist
Flu,Common Illnesses,"Chills, Cough",Teen,Any,Moderate,General Physician
Alzheimer’s,Specialized Chronic Diseases,"Memory loss, Poor judgment",Child,Any,Moderate,Neurologist
Stroke,Specialized Chronic Diseases,"Numbness, Trouble walking, Confusion, Vision problems",Adult,Male,Moderate,Neurologist
Appendicitis,Surgical Conditions,"Abdominal pain, Vomiting, Nausea",Child,Any,Moderate,Surgeon
Asthma,Chronic Illness,"Chest tightness, Cough",Child,Any,Moderate,Pulmonologist
Stroke,Specialized Chronic Diseases,"Confusion, Trouble walking",Teen,Any,Moderate,Neurologist
Tuberculosis,Rare Diseases,"Weight loss, Fatigue, Night sweats, Cough",Elderly,Male,Severe,Infectious Disease Specialist
Diabetes,Chronic Illness,"Frequent urination, Fatigue",Elderly,Any,Mild,Endocrinologist
Tuberculosis,Rare Diseases,"Cough, Fatigue, Weight loss",Child,Any,Moderate,Infectious Disease Specialist
Flu,Common Illnesses,"Body aches, Sore throat, Fever, Chills",Adult,Female,Moderate,General Physician
Alzheimer’s,Specialized Chronic Diseases,"Memory loss, Poor judgment, Confusion",Adult,Female,Moderate,Neurologist
Asthma,Chronic Illness,"Chest tightness, Cough, Shortness of breath, Wheezing",Elderly,Male,Severe,Pulmonologist
Asthma,Chronic Illness,"Shortness of breath, Cough, Chest tightness, Wheezing",Adult,Female,Moderate,Pulmonologist
Flu,Common Illnesses,"Cough, Sore throat",Teen,Any,Mild,General Physician
Tuberculosis,Rare Diseases,"Cough, Fatigue",Adult,Female,Severe,Infectious Disease Specialist
Asthma,Chronic Illness,"Wheezing, Cough, Shortness of breath, Chest tightness",Adult,Female,Mild,Pulmonologist
PCOS,Chronic Disorder,"Irregular periods, Weight gain, Acne, Hair thinning",Teen,Male,Severe,Gynecologist
Tuberculosis,Rare Diseases,"Night sweats, Fatigue, Weight loss",Child,Male,Moderate,Infectious Disease Specialist
Tuberculosis,Rare Diseases,"Weight loss, Night sweats, Cough",Child,Female,Moderate,Infectious Disease Specialist
Stroke,Specialized Chronic Diseases,"Vision problems, Numbness",Teen,Female,Severe,Neurologist
Heart Attack,Emergency Care,"Sweating, Chest pain, Shortness of breath",Adult,Any,Severe,Cardiologist
Appendicitis,Surgical Conditions,"Loss of appetite, Vomiting",Elderly,Male,Severe,Surgeon
Tuberculosis,Rare Diseases,"Cough, Night sweats, Fatigue, Weight loss",Child,Female,Severe,Infectious Disease Specialist
Eczema,Dermatological,"Dryness, Swelling",Child,Any,Mild,Dermatologist
Eczema,Dermatological,"Dryness, Swelling, Red patches",Teen,Any,Mild,Dermatologist
PCOS,Chronic Disorder,"Hair thinning, Acne, Weight gain",Adult,Female,Moderate,Gynecologist
Stroke,Specialized Chronic Diseases,"Confusion, Vision problems",Elderly,Female,Severe,Neurologist
Appendicitis,Surgical Conditions,"Abdominal pain, Nausea, Vomiting",Child,Female,Moderate,Surgeon
Tuberculosis,Rare Diseases,"Fatigue, Weight loss, Cough",Teen,Female,Moderate,Infectious Disease Specialist
Appendicitis,Surgical Conditions,"Vomiting, Loss of appetite, Nausea, Abdominal pain",Child,Female,Mild,Surgeon
Alzheimer’s,Specialized Chronic Diseases,"Confusion, Mood swings, Memory loss",Teen,Male,Mild,Neurologist
PCOS,Chronic Disorder,"Weight gain, Acne, Irregular periods, Hair thinning",Adult,Male,Mild,Gynecologist
Asthma,Chronic Illness,"Wheezing, Shortness of breath, Chest tightness, Cough",Child,Male,Moderate,Pulmonologist
Flu,Common Illnesses,"Sore throat, Fever, Cough, Chills",Elderly,Female,Moderate,General Physician
PCOS,Chronic Disorder,"Acne, Weight gain, Irregular periods",Teen,Any,Moderate,Gynecologist
Tuberculosis,Rare Diseases,"Night sweats, Cough, Weight loss, Fatigue",Child,Any,Mild,Infectious Disease Specialist
Alzheimer’s,Specialized Chronic Diseases,"Confusion, Poor judgment",Child,Male,Mild,Neurologist
Flu,Common Illnesses,"Cough, Sore throat",Elderly,Female,Mild,General Physician
Flu,Common Illnesses,"Chills, Sore throat",Elderly,Any,Severe,General Physician
Tuberculosis,Rare Diseases,"Cough, Night sweats, Fatigue",Adult,Female,Mild,Infectious Disease Specialist
Asthma,Chronic Illness,"Cough, Wheezing",Adult,Any,Mild,Pulmonologist
Heart Attack,Emergency Care,"Shortness of breath, Chest pain",Child,Any,Moderate,Cardiologist
Diabetes,Chronic Illness,"Increased thirst, Fatigue, Blurred vision, Frequent urination",Child,Any,Severe,Endocrinologist
Eczema,Dermatological,"Dryness, Itchy skin, Red patches",Elderly,Any,Severe,Dermatologist
Eczema,Dermatological,"Itchy skin, Dryness",Adult,Female,Mild,Dermatologist
Heart Attack,Emergency Care,"Sweating, Chest pain, Shortness of breath",Teen,Male,Mild,Cardiologist
Alzheimer’s,Specialized Chronic Diseases,"Poor judgment, Confusion",Teen,Female,Severe,Neurologist
Heart Attack,Emergency Care,"Chest pain, Sweating, Shortness of breath, Nausea",Child,Male,Moderate,Cardiologist
Eczema,Dermatological,"Swelling, Itchy skin",Adult,Male,Mild,Dermatologist
Diabetes,Chronic Illness,"Blurred vision, Increased thirst, Frequent urination, Fatigue",Adult,Male,Severe,Endocrinologist
PCOS,Chronic Disorder,"Acne, Hair thinning, Irregular periods",Adult,Female,Moderate,Gynecologist
Heart Attack,Emergency Care,"Chest pain, Nausea, Shortness of breath, Sweating",Adult,Male,Moderate,Cardiologist
Diabetes,Chronic Illness,"Frequent urination, Blurred vision, Fatigue, Increased thirst",Adult,Male,Moderate,Endocrinologist
Eczema,Dermatological,"Swelling, Itchy skin",Adult,Any,Mild,Dermatologist
PCOS,Chronic Disorder,"Acne, Weight gain, Irregular periods",Elderly,Male,Mild,Gynecologist
Stroke,Specialized Chronic Diseases,"Numbness, Trouble walking, Confusion, Vision problems",Teen,Any,Mild,Neurologist
PCOS,Chronic Disorder,"Weight gain, Hair thinning, Acne",Elderly,Any,Moderate,Gynecologist
PCOS,Chronic Disorder,"Irregular periods, Hair thinning, Acne",Adult,Male,Mild,Gynecologist
Eczema,Dermatological,"Dryness, Itchy skin",Elderly,Female,Moderate,Dermatologist
Diabetes,Chronic Illness,"Fatigue, Increased thirst",Adult,Female,Mild,Endocrinologist
Diabetes,Chronic Illness,"Increased thirst, Blurred vision, Fatigue, Frequent urination",Teen,Male,Moderate,Endocrinologist
Flu,Common Illnesses,"Chills, Sore throat, Fever, Body aches",Teen,Male,Moderate,General Physician
Flu,Common Illnesses,"Sore throat, Cough, Fever",Elderly,Any,Severe,General Physician
Stroke,Specialized Chronic Diseases,"Numbness, Confusion",Adult,Any,Moderate,Neurologist
Eczema,Dermatological,"Red patches, Itchy skin, Dryness, Swelling",Elderly,Any,Moderate,Dermatologist
PCOS,Chronic Disorder,"Acne, Hair thinning, Weight gain, Irregular periods",Adult,Male,Moderate,Gynecologist
Appendicitis,Surgical Conditions,"Vomiting, Nausea, Abdominal pain",Adult,Any,Moderate,Surgeon
Tuberculosis,Rare Diseases,"Weight loss, Fatigue",Elderly,Female,Severe,Infectious Disease Specialist
Flu,Common Illnesses,"Chills, Fever, Body aches",Adult,Female,Moderate,General Physician
Stroke,Specialized Chronic Diseases,"Trouble walking, Vision problems, Numbness",Adult,Any,Mild,Neurologist
Tuberculosis,Rare Diseases,"Weight loss, Night sweats, Fatigue",Child,Male,Severe,Infectious Disease Specialist
Asthma,Chronic Illness,"Wheezing, Cough, Chest tightness",Adult,Male,Mild,Pulmonologist
Heart Attack,Emergency Care,"Sweating, Shortness of breath",Elderly,Male,Mild,Cardiologist
Appendicitis,Surgical Conditions,"Nausea, Loss of appetite, Vomiting, Abdominal pain",Adult,Male,Mild,Surgeon
Heart Attack,Emergency Care,"Nausea, Chest pain",Child,Male,Severe,Cardiologist
Alzheimer’s,Specialized Chronic Diseases,"Memory loss, Poor judgment",Adult,Female,Mild,Neurologist
Alzheimer’s,Specialized Chronic Diseases,"Poor judgment, Memory loss, Mood swings",Elderly,Any,Severe,Neurologist
Stroke,Specialized Chronic Diseases,"Vision problems, Trouble walking, Numbness",Teen,Male,Moderate,Neurologist
PCOS,Chronic Disorder,"Weight gain, Hair thinning, Irregular periods, Acne",Child,Male,Moderate,Gynecologist
Alzheimer’s,Specialized Chronic Diseases,"Mood swings, Memory loss, Confusion, Poor judgment",Adult,Female,Severe,Neurologist
Tuberculosis,Rare Diseases,"Weight loss, Cough, Fatigue, Night sweats",Elderly,Male,Severe,Infectious Disease Specialist
Diabetes,Chronic Illness,"Frequent urination, Fatigue",Teen,Female,Moderate,Endocrinologist
Flu,Common Illnesses,"Fever, Body aches",Elderly,Male,Moderate,General Physician
Appendicitis,Surgical Conditions,"Nausea, Vomiting, Loss of appetite",Teen,Any,Mild,Surgeon
PCOS,Chronic Disorder,"Irregular periods, Weight gain, Acne, Hair thinning",Elderly,Female,Mild,Gynecologist
Flu,Common Illnesses,"Sore throat, Body aches, Fever, Chills",Elderly,Female,Mild,General Physician
Stroke,Specialized Chronic Diseases,"Confusion, Vision problems, Trouble walking",Teen,Any,Moderate,Neurologist
Heart Attack,Emergency Care,"Nausea, Shortness of breath, Chest pain, Sweating",Teen,Any,Mild,Cardiologist
Stroke,Specialized Chronic Diseases,"Numbness, Vision problems",Adult,Female,Moderate,Neurologist
Eczema,Dermatological,"Swelling, Dryness, Itchy skin, Red patches",Elderly,Any,Moderate,Dermatologist
Tuberculosis,Rare Diseases,"Fatigue, Weight loss, Cough, Night sweats",Teen,Female,Moderate,Infectious Disease Specialist
Stroke,Specialized Chronic Diseases,"Confusion, Vision problems, Trouble walking",Teen,Male,Moderate,Neurologist
Tuberculosis,Rare Diseases,"Weight loss, Night sweats",Adult,Any,Moderate,Infectious Disease Specialist
Diabetes,Chronic Illness,"Fatigue, Increased thirst, Frequent urination",Adult,Any,Moderate,Endocrinologist
PCOS,Chronic Disorder,"Weight gain, Irregular periods, Hair thinning, Acne",Elderly,Male,Moderate,Gynecologist
Asthma,Chronic Illness,"Shortness of breath, Chest tightness",Child,Any,Moderate,Pulmonologist
Alzheimer’s,Specialized Chronic Diseases,"Memory loss, Confusion, Poor judgment, Mood swings",Elderly,Female,Severe,Neurologist
PCOS,Chronic Disorder,"Weight gain, Hair thinning",Elderly,Any,Mild,Gynecologist
PCOS,Chronic Disorder,"Acne, Weight gain, Irregular periods, Hair thinning",Child,Female,Moderate,Gynecologist
Tuberculosis,Rare Diseases,"Cough, Weight loss",Adult,Male,Mild,Infectious Disease Specialist
Eczema,Dermatological,"Swelling, Red patches, Dryness",Adult,Male,Moderate,Dermatologist
Appendicitis,Surgical Conditions,"Abdominal pain, Vomiting, Loss of appetite",Child,Any,Severe,Surgeon
Asthma,Chronic Illness,"Chest tightness, Wheezing, Shortness of breath, Cough",Child,Female,Mild,Pulmonologist
Eczema,Dermatological,"Red patches, Swelling",Elderly,Male,Moderate,Dermatologist
Diabetes,Chronic Illness,"Increased thirst, Blurred vision",Child,Male,Moderate,Endocrinologist
Alzheimer’s,Specialized Chronic Diseases,"Poor judgment, Memory loss",Child,Female,Severe,Neurologist
Alzheimer’s,Specialized Chronic Diseases,"Poor judgment, Memory loss, Mood swings, Confusion",Teen,Male,Moderate,Neurologist
Stroke,Specialized Chronic Diseases,"Numbness, Trouble walking, Vision problems, Confusion",Child,Any,Moderate,Neurologist
Appendicitis,Surgical Conditions,"Abdominal pain, Loss of appetite",Teen,Male,Mild,Surgeon
Asthma,Chronic Illness,"Cough, Chest tightness, Shortness of breath, Wheezing",Elderly,Female,Moderate,Pulmonologist
Asthma,Chronic Illness,"Wheezing, Shortness of breath, Chest tightness",Child,Any,Moderate,Pulmonologist
Heart Attack,Emergency Care,"Shortness of breath, Chest pain",Child,Female,Moderate,Cardiologist
Tuberculosis,Rare Diseases,"Night sweats, Weight loss, Fatigue, Cough",Adult,Female,Moderate,Infectious Disease Specialist
Stroke,Specialized Chronic Diseases,"Confusion, Vision problems, Trouble walking",Child,Male,Mild,Neurologist
Stroke,Specialized Chronic Diseases,"Numbness, Vision problems",Child,Male,Moderate,Neurologist
Appendicitis,Surgical Conditions,"Abdominal pain, Loss of appetite, Vomiting, Nausea",Teen,Any,Moderate,Surgeon
Diabetes,Chronic Illness,"Blurred vision, Fatigue, Increased thirst, Frequent urination",Child,Female,Moderate,Endocrinologist
PCOS,Chronic Disorder,"Hair thinning, Weight gain, Irregular periods, Acne",Elderly,Male,Mild,Gynecologist
Eczema,Dermatological,"Itchy skin, Red patches, Swelling",Elderly,Any,Mild,Dermatologist
Heart Attack,Emergency Care,"Shortness of breath, Nausea",Child,Female,Severe,Cardiologist
Flu,Common Illnesses,"Fever, Cough, Sore throat, Chills",Elderly,Male,Moderate,General Physician
Stroke,Specialized Chronic Diseases,"Vision problems, Confusion",Teen,Female,Severe,Neurologist
Eczema,Dermatological,"Red patches, Swelling, Dryness",Teen,Any,Moderate,Dermatologist
Alzheimer’s,Specialized Chronic Diseases,"Poor judgment, Confusion",Adult,Male,Mild,Neurologist
Flu,Common Illnesses,"Fever, Sore throat, Body aches",Elderly,Male,Moderate,General Physician
PCOS,Chronic Disorder,"Hair thinning, Weight gain, Acne, Irregular periods",Child,Female,Moderate,Gynecologist
Heart Attack,Emergency Care,"Chest pain, Sweating, Shortness of breath, Nausea",Teen,Any,Moderate,Cardiologist
Flu,Common Illnesses,"Sore throat, Chills, Body aches, Cough",Child,Female,Moderate,General Physician
Stroke,Specialized Chronic Diseases,"Vision problems, Trouble walking",Elderly,Any,Mild,Neurologist
Flu,Common Illnesses,"Fever, Sore throat",Adult,Any,Severe,General Physician
Flu,Common Illnesses,"Fever, Chills, Body aches, Cough",Child,Female,Moderate,General Physician
Flu,Common Illnesses,"Chills, Fever, Cough",Teen,Any,Moderate,General Physician
Alzheimer’s,Specialized Chronic Diseases,"Poor judgment, Confusion, Memory loss, Mood swings",Elderly,Any,Severe,Neurologist
PCOS,Chronic Disorder,"Weight gain, Irregular periods, Hair thinning, Acne",Child,Male,Moderate,Gynecologist
Asthma,Chronic Illness,"Wheezing, Chest tightness",Teen,Any,Severe,Pulmonologist
Heart Attack,Emergency Care,"Sweating, Chest pain",Elderly,Any,Severe,Cardiologist
Flu,Common Illnesses,"Cough, Fever, Sore throat, Body aches",Child,Any,Severe,General Physician
Flu,Common Illnesses,"Body aches, Fever, Sore throat, Cough",Child,Any,Mild,General Physician
